,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Respiratory Diseases ,Respiratory disease Dummy
55780,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,11-Apr-00,Parts per billion,20.125,38,1,36,Parts per million,0.0206,0.035,9,30,Parts per billion,1.708333,8,9,11,Parts per million,0.966667,1.4,1,,1,Yes
423639,40,115,9004,"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",Oklahoma,Ottawa,Miami,25-May-04,Parts per billion,3.916667,8,10,8,Parts per million,0.023458,0.03,15,25,Parts per billion,0,0,0,0,Parts per million,0.004167,0.1,11,,1,Yes
70099,42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,08-Mar-00,Parts per billion,14.125,25,6,24,Parts per million,0.033458,0.045,9,38,Parts per billion,16.083333,47,17,65,Parts per million,0.233333,0.3,0,3,1,Yes
369804,6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,08-Feb-04,Parts per billion,3.826087,6,9,6,Parts per million,0.024042,0.028,10,24,Parts per billion,1.043478,2,4,3,Parts per million,0.2,0.2,0,2,1,Yes
151714,29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,14-May-01,Parts per billion,20.791667,54,5,51,Parts per million,0.041042,0.059,10,50,Parts per billion,5.7125,14.6,5,,Parts per million,0.45,0.5,8,6,1,Yes
111520,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,25-Nov-01,Parts per billion,14.791667,35,18,33,Parts per million,0.021125,0.036,9,31,Parts per billion,0.5,1,4,1,Parts per million,0.529167,1.8,20,,1,Yes
430129,42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,09-Nov-04,Parts per billion,4.666667,13,0,12,Parts per million,0.02075,0.037,10,31,Parts per billion,1.291667,2,1,3,Parts per million,0.316667,0.7,6,,1,Yes
60250,29,189,7002,10267 ST CHARLES ROCK ROAD,Missouri,Saint Louis,St. Ann,21-Apr-00,Parts per billion,12.708333,46,20,43,Parts per million,0.02675,0.048,11,41,Parts per billion,3.708333,6,20,9,Parts per million,0.5625,1.4,20,,1,Yes
423127,40,71,9003,"RT 1, BOX 1980  PONCA CITY, OK  74601",Oklahoma,Kay,Ponca City,07-Jan-04,Parts per billion,3.291667,9,23,8,Parts per million,0.038208,0.049,13,42,Parts per billion,0.916667,18,23,26,Parts per million,0,0,0,,1,Yes
249870,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,05-May-02,Parts per billion,25.666667,49,22,46,Parts per million,0.032875,0.056,10,47,Parts per billion,4.6875,13.3,8,,Parts per million,0.354167,0.4,0,5,1,Yes
329127,26,163,16,2451 MARQUETTE,Michigan,Wayne,Detroit,06-Apr-03,Parts per billion,22.166667,29,8,27,Parts per million,0.011958,0.025,0,21,Parts per billion,3.675,7.3,5,,Parts per million,0.416667,0.8,17,,1,Yes
130457,6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,07-Feb-01,Parts per billion,15.434783,28,21,26,Parts per million,0.032917,0.063,11,61,Parts per billion,2.227273,4,16,6,Parts per million,0.373913,0.6,21,,1,Yes
121670,6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,19-Apr-01,Parts per billion,13.869565,24,6,23,Parts per million,0.033208,0.037,9,31,Parts per billion,1,1,2,,Parts per million,0.554167,0.6,8,7,1,Yes
430248,42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,10-Oct-04,Parts per billion,1.875,10,6,9,Parts per million,0.017917,0.021,8,18,Parts per billion,1.4875,2.3,2,,Parts per million,0.325,0.5,0,6,1,Yes
203955,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,11-Sep-02,Parts per billion,3.173913,6,18,6,Parts per million,0.019583,0.022,4,19,Parts per billion,0.842857,1.3,23,,Parts per million,0,0,0,,1,Yes
365946,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,13-Dec-04,Parts per billion,19.217391,24,16,23,Parts per million,0.003667,0.009,9,8,Parts per billion,1.042857,1.3,14,,Parts per million,0.995833,1.5,2,17,1,Yes
166648,42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,21-Jun-01,Parts per billion,16.833333,32,6,30,Parts per million,0.039292,0.062,11,58,Parts per billion,1.041667,4,6,6,Parts per million,0.320833,0.4,0,5,1,Yes
280754,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,24-May-03,Parts per billion,3.869565,7,0,7,Parts per million,0.023458,0.029,9,25,Parts per billion,2.636364,3,8,4,Parts per million,0.229167,0.3,0,3,1,Yes
53985,21,145,1024,"JACKSON PURCHASE RECC, 2901 POWELL STREET",Kentucky,McCracken,Paducah,31-May-00,Parts per billion,7.826087,19,22,18,Parts per million,0.055458,0.074,10,97,Parts per billion,0.347826,3,21,4,Parts per million,0.066667,0.1,0,1,1,Yes
98416,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,20-Dec-01,Parts per billion,7.26087,13,6,12,Parts per million,0.022833,0.03,12,25,Parts per billion,1.228571,2,8,,Parts per million,0.256522,0.4,7,,1,Yes
131168,6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,28-Dec-01,Parts per billion,16.454545,20,5,19,Parts per million,0.008458,0.022,23,19,Parts per billion,0.55,1,2,,Parts per million,0.5375,0.7,0,8,1,Yes
21781,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,28-Jun-00,Parts per billion,26.043478,57,21,54,Parts per million,0.032208,0.05,9,42,Parts per billion,1.642857,3,5,,Parts per million,0.4,0.6,5,7,1,Yes
456455,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,26-Feb-05,Parts per billion,21.73913,39,0,37,Parts per million,0.019667,0.041,11,35,Parts per billion,1.26087,2,1,3,Parts per million,0.569565,1,8,,1,Yes
414214,33,11,20,PEARL ST,New Hampshire,Hillsborough,Manchester,19-May-04,Parts per billion,8.416667,28,19,26,Parts per million,0.026917,0.045,10,38,Parts per billion,2.375,2.6,2,,Parts per million,0.233333,0.5,21,,1,Yes
269408,47,75,3,1741 HILLVILLE LOOP ROAD,Tennessee,Haywood,Not in a city,26-Jun-02,Parts per billion,1,1,0,1,Parts per million,0.033208,0.049,8,42,Parts per billion,1,1,0,1,Parts per million,1,1,0,11,1,Yes
335984,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,04-Mar-03,Parts per billion,20.7,35,14,33,Parts per million,0.029824,0.033,19,28,Parts per billion,7.1375,14.3,8,,Parts per million,0.570833,0.7,20,8,1,Yes
98049,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,19-Sep-01,Parts per billion,12.304348,17,10,16,Parts per million,0.029375,0.05,11,42,Parts per billion,3.185714,3.6,8,,Parts per million,0.279167,0.3,0,3,1,Yes
91111,51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,19-Jun-00,Parts per billion,26.666667,38,18,36,Parts per million,0.006167,0.012,10,10,Parts per billion,4.625,17,21,24,Parts per million,0.3625,0.6,23,7,1,Yes
408523,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,20-Mar-04,Parts per billion,23.333333,39,19,37,Parts per million,0.029417,0.054,10,46,Parts per billion,4.1625,18.3,11,,Parts per million,0.65,0.9,5,10,1,Yes
73088,42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,05-Sep-00,Parts per billion,20.166667,42,8,40,Parts per million,0.061625,0.094,12,147,Parts per billion,10,21,7,30,Parts per million,0.125,0.4,8,,1,Yes
292819,6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,26-Oct-03,Parts per billion,47.173913,70,23,68,Parts per million,0.028875,0.077,10,104,Parts per billion,0.514286,2,11,,Parts per million,2.304348,4.8,7,,1,Yes
468467,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,28-Sep-05,Parts per billion,24.478261,43,18,41,Parts per million,0.018458,0.043,9,36,Parts per billion,1.043478,3,4,4,Parts per million,0.330435,0.8,22,,1,Yes
123965,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,16-Nov-01,Parts per billion,5,9,12,8,Parts per million,0.0381,0.045,17,38,Parts per billion,0.695652,3,15,4,Parts per million,0.1,0.1,0,,1,Yes
299636,6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,14-Feb-03,Parts per billion,14,34,22,32,Parts per million,0.020792,0.032,8,27,Parts per billion,3.942857,4.3,11,,Parts per million,0.5375,0.8,23,9,1,Yes
178724,48,141,58,5050A Yvette Drive,Texas,El Paso,El Paso,02-Jan-01,Parts per billion,7.8,16,7,15,Parts per million,0.029792,0.038,10,32,Parts per billion,0.041667,1,23,1,Parts per million,0.279167,0.4,10,5,1,Yes
408171,20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,23-Dec-04,Parts per billion,9.416667,19,23,18,Parts per million,0.019875,0.027,10,23,Parts per billion,6.2875,17,2,,Parts per million,0.366667,0.4,5,5,1,Yes
438778,48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,30-Oct-04,Parts per billion,23.958333,46,19,43,Parts per million,0.0125,0.029,10,25,Parts per billion,1.086957,9,7,13,Parts per million,0.545833,0.8,8,9,1,Yes
424303,40,115,9004,"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",Oklahoma,Ottawa,Miami,11-Aug-04,Parts per billion,9.083333,19,18,18,Parts per million,0.023458,0.035,9,30,Parts per billion,0.791667,2,9,3,Parts per million,0.004167,0.1,16,,1,Yes
351744,42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,09-Sep-03,Parts per billion,15.166667,29,23,27,Parts per million,0.018,0.028,10,24,Parts per billion,1.043478,4,8,6,Parts per million,0.158333,0.2,0,2,1,Yes
443459,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,03-Jan-05,Parts per billion,30.791667,51,22,48,Parts per million,0.017,0.038,11,32,Parts per billion,1.1,1.6,2,,Parts per million,0.7,2.2,1,,1,Yes
268014,42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,08-Sep-02,Parts per billion,15.875,37,20,35,Parts per million,0.027833,0.06,11,51,Parts per billion,0,0,0,0,Parts per million,0.041667,0.2,0,2,1,Yes
484446,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,19-Jul-05,Parts per billion,25.130435,58,8,55,Parts per million,0.028667,0.069,10,80,Parts per billion,2.086957,24,9,34,Parts per million,0.579167,1,9,11,1,Yes
375394,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,16-Aug-04,Parts per billion,18.130435,30,13,28,Parts per million,0.027292,0.033,13,28,Parts per billion,7.304348,16,12,23,Parts per million,0.021739,0.1,7,,1,Yes
491322,18,97,73,"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",Indiana,Marion,Indianapolis (Remainder),17-Jul-05,Parts per billion,6.25,12,4,11,Parts per million,0.035458,0.053,12,45,Parts per billion,11.742857,18,14,,Parts per million,0.320833,0.4,14,5,1,Yes
12887,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,09-Jun-00,Parts per billion,69.347826,88,19,87,Parts per million,0.019917,0.05,10,42,Parts per billion,1.521739,8,5,11,Parts per million,0.579167,1.2,7,14,1,Yes
294992,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,05-Apr-03,Parts per billion,5.086957,30,22,28,Parts per million,0.029083,0.046,10,39,Parts per billion,0.5,1,17,,Parts per million,0.116667,0.3,23,3,1,Yes
270812,48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,21-Feb-02,Parts per billion,26.5,47,0,44,Parts per million,0.017042,0.031,10,26,Parts per billion,0.275,1.3,8,,Parts per million,0.366667,0.7,12,8,1,Yes
9165,6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,28-Nov-00,Parts per billion,19.173913,24,6,23,Parts per million,0.003958,0.006,1,5,Parts per billion,1,1,0,1,Parts per million,0.625,0.9,0,10,1,Yes
454371,6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,09-Oct-05,Parts per billion,5.086957,8,9,8,Parts per million,0.027,0.036,10,31,Parts per billion,2.136364,6,13,9,Parts per million,0.386957,0.7,14,,1,Yes
253126,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,22-Jun-02,Parts per billion,4.583333,8,3,8,Parts per million,0.028792,0.035,0,30,Parts per billion,0.2875,1.3,8,,Parts per million,0.3125,0.4,0,5,1,Yes
73115,42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,15-May-00,Parts per billion,18.916667,45,19,42,Parts per million,0.027125,0.056,10,47,Parts per billion,3.875,5.6,23,,Parts per million,0.2375,0.6,23,7,1,Yes
296709,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,17-Jul-03,Parts per billion,17.130435,46,21,43,Parts per million,0.037208,0.067,9,74,Parts per billion,0.304348,1,4,1,Parts per million,0.443478,0.9,21,,1,Yes
293536,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,05-Jan-03,Parts per billion,11.217391,35,5,33,Parts per million,0.043292,0.054,9,46,Parts per billion,0.142857,1,8,,Parts per million,0.320833,0.5,7,6,1,Yes
129455,6,87,3, Center St,California,Santa Cruz,Davenport,17-Oct-01,Parts per billion,4.208333,9,19,8,Parts per million,0.02075,0.032,10,27,Parts per billion,0.95,1,5,,Parts per million,0.208333,0.3,0,,1,Yes
336162,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,18-May-03,Parts per billion,25.833333,46,19,43,Parts per million,0.025167,0.046,8,39,Parts per billion,3.0375,4.6,23,,Parts per million,0.5625,0.8,5,9,1,Yes
254378,40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,29-Aug-02,Parts per billion,8.478261,25,19,24,Parts per million,0.027167,0.064,10,64,Parts per billion,0.042857,0.3,14,,Parts per million,0.058333,0.2,22,2,1,Yes
462199,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,03-Jul-05,Parts per billion,7.285714,19,7,18,Parts per million,0.046,0.049,11,42,Parts per billion,0.042857,0.3,8,,Parts per million,0.104348,0.4,6,,1,Yes
40008,11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,03-Feb-00,Parts per billion,15.541667,31,0,29,Parts per million,0.020208,0.023,0,19,Parts per billion,6.025,7,5,,Parts per million,0.845833,1,7,,1,Yes
151973,29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,18-Jul-01,Parts per billion,27.826087,46,15,43,Parts per million,0.015333,0.031,7,26,Parts per billion,6.442857,18.6,2,,Parts per million,0.378261,0.6,15,,1,Yes
158945,36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,17-Nov-01,Parts per billion,14.916667,33,17,31,Parts per million,0.014208,0.029,8,25,Parts per billion,5.725,11.3,23,,Parts per million,0.379167,1.8,20,,1,Yes
1494,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,25-Jan-00,Parts per billion,55.541667,115,0,104,Parts per million,0.03975,0.055,10,47,Parts per billion,1,1,2,,Parts per million,0.833333,1.8,0,,1,Yes
432,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,22-Apr-00,Parts per billion,17.708333,60,23,57,Parts per million,0.039583,0.064,12,64,Parts per billion,0.15,2,23,3,Parts per million,0.516667,1.9,23,,1,Yes
190086,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,11-Oct-02,Parts per billion,7.304348,14,23,13,Parts per million,0.019917,0.031,7,26,Parts per billion,2.090909,3,19,4,Parts per million,0.4,0.5,0,6,1,Yes
473188,6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,02-Sep-05,Parts per billion,31.043478,40,19,38,Parts per million,0.00475,0.011,9,9,Parts per billion,3.8,6.6,11,,Parts per million,0.604167,0.8,23,9,1,Yes
384127,6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,25-Jul-04,Parts per billion,10.565217,26,4,25,Parts per million,0.039375,0.05,8,42,Parts per billion,2.228571,3,17,,Parts per million,0.570833,0.8,7,9,1,Yes
181262,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,02-Jun-02,Parts per billion,44.583333,72,21,70,Parts per million,0.013375,0.034,10,29,Parts per billion,5.541667,14,7,20,Parts per million,1.366667,2.3,9,26,1,Yes
270194,47,121,104,8401 HIGHWAY 60,Tennessee,Meigs,Not in a city,07-Feb-02,Parts per billion,3.304348,12,5,11,Parts per million,0.050625,0.077,10,104,Parts per billion,2.2375,5.3,14,,Parts per million,1,1,0,11,1,Yes
345232,42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,06-Oct-03,Parts per billion,11.304348,29,5,27,Parts per million,0.054875,0.08,11,111,Parts per billion,6.391304,11,16,16,Parts per million,0.154167,0.2,0,2,1,Yes
232559,20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,12-Sep-02,Parts per billion,5.190476,8,16,8,Parts per million,0.009625,0.021,9,18,Parts per billion,0.227273,1,12,1,Parts per million,0.122727,0.2,0,,1,Yes
264051,42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,31-Jul-02,Parts per billion,11.041667,38,22,36,Parts per million,0.03625,0.067,10,74,Parts per billion,1.333333,9,6,13,Parts per million,0.020833,0.2,22,,1,Yes
91609,51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,21-Oct-00,Parts per billion,30.166667,57,18,54,Parts per million,0.010208,0.025,9,21,Parts per billion,6.4625,9.6,11,,Parts per million,0.483333,1.6,23,18,1,Yes
164400,42,7,14,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls,09-Oct-01,Parts per billion,8,21,22,20,Parts per million,0.024708,0.041,10,35,Parts per billion,0.266667,1.6,5,,Parts per million,0.091667,0.2,0,2,1,Yes
463938,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,06-Aug-05,Parts per billion,18.347826,40,0,38,Parts per million,0.050333,0.082,10,116,Parts per billion,2.086957,3,5,4,Parts per million,0.345833,0.6,5,7,1,Yes
369589,6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,06-Sep-04,Parts per billion,4.826087,9,11,8,Parts per million,0.030083,0.035,7,30,Parts per billion,0.785714,1.6,8,,Parts per million,0.304348,0.4,10,,1,Yes
252130,36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,19-Dec-02,Parts per billion,36.291667,60,0,57,Parts per million,0.013458,0.033,23,28,Parts per billion,12.8375,24.6,2,,Parts per million,0.766667,2.2,0,25,1,Yes
219121,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,25-Sep-02,Parts per billion,0.590909,2,5,2,Parts per million,0.037792,0.042,10,36,Parts per billion,0.442857,1,11,,Parts per million,0.1,0.1,0,,1,Yes
390281,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,28-Apr-04,Parts per billion,3.782609,8,8,8,Parts per million,0.05175,0.059,10,50,Parts per billion,0.782609,3,4,4,Parts per million,0.25,0.3,9,3,1,Yes
291659,6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,01-Jun-03,Parts per billion,41.086957,62,19,60,Parts per million,0.007375,0.016,9,14,Parts per billion,0.130435,2,19,3,Parts per million,1.013043,2.6,7,,1,Yes
44695,17,31,8003,1703 STATE ST.,Illinois,Cook,Calumet City (PU RR name Calumet Park (sta.)),20-Apr-00,Parts per billion,22.666667,39,10,37,Parts per million,0.011625,0.022,23,19,Parts per billion,10.625,21,6,30,Parts per million,0.929167,1.3,11,15,1,Yes
47864,20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,17-Feb-00,Parts per billion,21.954545,29,17,27,Parts per million,0.007042,0.013,0,11,Parts per billion,6.371429,18.6,8,,Parts per million,1.154545,1.5,18,,1,Yes
227665,17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,04-Feb-02,Parts per billion,25.875,36,3,34,Parts per million,0.012708,0.02,20,17,Parts per billion,1.75,4,10,6,Parts per million,0.770833,1.1,6,,1,Yes
333596,34,13,16,"LEXINGTON & E. FERRY STS., NEWARK",New Jersey,Essex,Newark,01-Mar-03,Parts per billion,33.333333,39,7,37,Parts per million,0.007583,0.019,22,16,Parts per billion,2.8375,4.6,8,,Parts per million,0.85,0.9,0,10,1,Yes
284809,6,19,243,1005 W. WELDON AVENUE,California,Fresno,Fresno,04-Jun-03,Parts per billion,11.217391,26,2,25,Parts per million,0.033708,0.051,11,43,Parts per billion,0.342857,0.6,8,,Parts per million,0,0,0,,1,Yes
416825,36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,20-Jun-04,Parts per billion,13.291667,35,22,33,Parts per million,0.020125,0.032,8,27,Parts per billion,1,5,22,7,Parts per million,0.454167,0.6,23,7,1,Yes
8916,6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,26-Sep-00,Parts per billion,14.782609,26,6,25,Parts per million,0.034417,0.051,10,43,Parts per billion,3.681818,13,18,19,Parts per million,0.482609,0.8,8,,1,Yes
106048,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,22-Feb-01,Parts per billion,34,55,9,52,Parts per million,0.010167,0.021,11,18,Parts per billion,4.608696,9,9,13,Parts per million,1.043478,2.8,7,,1,Yes
296520,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,30-May-03,Parts per billion,6.695652,16,23,15,Parts per million,0.033292,0.049,12,42,Parts per billion,0,0,2,,Parts per million,0.241667,0.3,9,3,1,Yes
268551,42,133,8,HILL ST.,Pennsylvania,York,York,25-May-02,Parts per billion,5.958333,11,5,10,Parts per million,0.045083,0.055,12,47,Parts per billion,3.1875,6.3,20,,Parts per million,0.158333,0.3,0,,1,Yes
